Customer_ID,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Previous_Purchases,Payment_Method
1534,3.6,No,2-Day Shipping,Yes,16,Bank Transfer
1535,3.4,No,Free Shipping,Yes,26,Venmo
1536,4,No,2-Day Shipping,Yes,8,Venmo
1537,2.6,No,Store Pickup,Yes,17,Cash
1538,3.2,No,Next Day Air,Yes,50,Venmo
1539,3.2,No,Standard,Yes,22,Venmo
1540,5,No,2-Day Shipping,Yes,19,Cash
1541,2.9,No,Next Day Air,Yes,14,Bank Transfer
1542,2.9,No,Store Pickup,Yes,35,Cash
1543,3.5,No,Next Day Air,Yes,43,PayPal
1544,4,No,Standard,Yes,24,Venmo
1545,3.9,No,Standard,Yes,17,Debit Card
1546,4.9,No,Store Pickup,Yes,49,Bank Transfer
1547,3.8,No,Express,Yes,17,Bank Transfer
1548,3.5,No,Standard,Yes,40,Cash
1549,3.7,No,Store Pickup,Yes,43,Bank Transfer
1550,2.9,No,2-Day Shipping,Yes,19,Debit Card
1551,2.8,No,Free Shipping,Yes,40,Bank Transfer
1552,3.7,No,2-Day Shipping,Yes,13,Credit Card
1553,3,No,Express,Yes,20,Credit Card
1554,4.8,No,Free Shipping,Yes,21,Debit Card
1555,2.7,No,Standard,Yes,18,Cash
1556,4.5,No,Free Shipping,Yes,44,Cash
1557,2.7,No,Standard,Yes,26,Credit Card
1558,3.5,No,Next Day Air,Yes,34,PayPal
1559,3.5,No,Express,Yes,24,Credit Card
1560,4.5,No,Store Pickup,Yes,23,PayPal
1561,3.8,No,Free Shipping,Yes,3,Debit Card
1562,3.8,No,Standard,Yes,2,Bank Transfer
1563,3.2,No,Next Day Air,Yes,23,Venmo
1564,4.3,No,Next Day Air,Yes,8,Cash
1565,4.5,No,Next Day Air,Yes,30,Debit Card
1566,4.2,No,Free Shipping,Yes,48,PayPal
1567,3,No,Free Shipping,Yes,21,Cash
1568,4.1,No,Standard,Yes,9,Cash
1569,4.6,No,Store Pickup,Yes,8,Debit Card
1570,2.9,No,Standard,Yes,29,Debit Card
1571,4.8,No,Next Day Air,Yes,3,Bank Transfer
1572,4.5,No,Next Day Air,Yes,11,Bank Transfer
1573,3.4,No,2-Day Shipping,Yes,16,Debit Card
1574,4.3,No,2-Day Shipping,Yes,25,Debit Card
1575,4.2,No,Free Shipping,Yes,32,PayPal
1576,3.6,No,Next Day Air,Yes,28,Cash
1577,3.7,No,2-Day Shipping,Yes,36,PayPal
1578,4,No,Standard,Yes,7,Venmo
1579,4.9,No,2-Day Shipping,Yes,2,PayPal
1580,3.1,No,Free Shipping,Yes,6,Bank Transfer
1581,3.7,No,Standard,Yes,30,Cash
1582,4.2,No,Free Shipping,Yes,46,Cash
1583,2.5,No,Next Day Air,Yes,39,Cash
1584,4.3,No,Next Day Air,Yes,8,Venmo
1585,3.1,No,Store Pickup,Yes,46,Credit Card
1586,3,No,Next Day Air,Yes,40,Debit Card
1587,4,No,Express,Yes,21,Bank Transfer
1588,3.5,No,Free Shipping,Yes,33,Credit Card
1589,3.2,No,Next Day Air,Yes,3,Venmo
1590,2.7,No,Store Pickup,Yes,48,Cash
1591,3,No,Free Shipping,Yes,8,PayPal
1592,2.9,No,Next Day Air,Yes,24,PayPal
1593,3.3,No,Free Shipping,Yes,10,Bank Transfer
1594,4.9,No,2-Day Shipping,Yes,25,Bank Transfer
1595,3.7,No,Store Pickup,Yes,3,Cash
1596,3.5,No,Standard,Yes,45,Debit Card
1597,4.7,No,Store Pickup,Yes,15,Debit Card
1598,2.6,No,Store Pickup,Yes,34,Bank Transfer
1599,4.1,No,Express,Yes,21,Venmo
1600,2.8,No,2-Day Shipping,Yes,22,Debit Card
1601,4.7,No,Next Day Air,Yes,24,PayPal
1602,2.9,No,Store Pickup,Yes,33,Credit Card
1603,2.8,No,Free Shipping,Yes,13,Venmo
1604,4.3,No,Next Day Air,Yes,17,Debit Card
1605,4.8,No,2-Day Shipping,Yes,25,Credit Card
1606,3.4,No,Next Day Air,Yes,15,Credit Card
1607,4.3,No,Standard,Yes,4,PayPal
1608,2.7,No,Free Shipping,Yes,43,Debit Card
1609,4.6,No,Next Day Air,Yes,12,Bank Transfer
1610,4.1,No,Standard,Yes,3,Venmo
1611,3.4,No,2-Day Shipping,Yes,1,PayPal
1612,4.5,No,Next Day Air,Yes,6,Debit Card
1613,4.4,No,Standard,Yes,26,Venmo
1614,4,No,Next Day Air,Yes,6,Credit Card
1615,3.4,No,Free Shipping,Yes,22,Cash
1616,3.2,No,Standard,Yes,45,Cash
1617,3.4,No,Standard,Yes,50,Cash
1618,4.3,No,Standard,Yes,50,Credit Card
1619,5,No,Standard,Yes,39,Debit Card
1620,3.5,No,Store Pickup,Yes,50,Venmo
1621,3.1,No,2-Day Shipping,Yes,27,PayPal
1622,3.9,No,2-Day Shipping,Yes,38,Debit Card
1623,4,No,Store Pickup,Yes,37,Bank Transfer
1624,3.5,No,Next Day Air,Yes,50,Debit Card
1625,3.6,No,Free Shipping,Yes,40,PayPal
1626,3,No,Next Day Air,Yes,3,PayPal
1627,2.6,No,Next Day Air,Yes,45,Credit Card
1628,2.9,No,Next Day Air,Yes,8,Credit Card
1629,3.1,No,Next Day Air,Yes,7,Cash
1630,3.3,No,Next Day Air,Yes,13,Venmo
1631,2.9,No,Store Pickup,Yes,29,Venmo
1632,3.9,No,2-Day Shipping,Yes,7,Bank Transfer
1633,4.7,No,2-Day Shipping,Yes,50,Debit Card
1634,4.4,No,2-Day Shipping,Yes,33,Debit Card
1635,3.6,No,Store Pickup,Yes,30,Cash
1636,3.2,No,Standard,Yes,40,Cash
1637,4,No,Free Shipping,Yes,49,Cash
1638,3.5,No,Next Day Air,Yes,32,Venmo
1639,4.6,No,Free Shipping,Yes,18,Venmo
1640,3.3,No,Free Shipping,Yes,50,PayPal
1641,4,No,2-Day Shipping,Yes,13,PayPal
1642,3.4,No,Free Shipping,Yes,1,Bank Transfer
1643,4.2,No,Store Pickup,Yes,16,PayPal
1644,3.9,No,2-Day Shipping,Yes,6,PayPal
1645,3.9,No,Next Day Air,Yes,21,Debit Card
1646,2.8,No,Standard,Yes,36,Venmo
1647,3.7,No,Standard,Yes,20,Bank Transfer
1648,4.9,No,Store Pickup,Yes,8,Debit Card
1649,2.6,No,Express,Yes,22,Credit Card
1650,4.9,No,Free Shipping,Yes,3,Credit Card
1651,3.4,No,Next Day Air,Yes,46,Credit Card
1652,3.9,No,Standard,Yes,42,Debit Card
1653,4,No,Next Day Air,Yes,1,Bank Transfer
1654,3,No,2-Day Shipping,Yes,29,Debit Card
1655,2.6,No,Store Pickup,Yes,14,Credit Card
1656,3.2,No,Next Day Air,Yes,4,PayPal
1657,2.6,No,2-Day Shipping,Yes,41,PayPal
1658,3.2,No,Store Pickup,Yes,4,Debit Card
1659,4.1,No,Store Pickup,Yes,47,Cash
1660,3.9,No,Next Day Air,Yes,44,Venmo
1661,4.1,No,Standard,Yes,37,Venmo
1662,2.7,No,2-Day Shipping,Yes,21,Debit Card
1663,4.6,No,Free Shipping,Yes,46,Debit Card
1664,3.5,No,Standard,Yes,1,Cash
1665,5,No,Next Day Air,Yes,35,PayPal
1666,3.4,No,Next Day Air,Yes,49,Venmo
1667,3.1,No,Store Pickup,Yes,47,PayPal
1668,3.4,No,2-Day Shipping,Yes,24,Bank Transfer
1669,4,No,Standard,Yes,28,Debit Card
1670,2.7,No,Store Pickup,Yes,22,Bank Transfer
1671,3.6,No,Free Shipping,Yes,20,Cash
1672,4,No,Free Shipping,Yes,25,Bank Transfer
1673,3.8,No,Free Shipping,Yes,15,Venmo
1674,3.4,No,Next Day Air,Yes,49,Venmo
1675,3.2,No,Free Shipping,Yes,10,Debit Card
1676,4.7,No,Next Day Air,Yes,21,Credit Card
1677,3.1,No,Next Day Air,Yes,34,Bank Transfer
1678,3.3,No,Next Day Air,No,41,Debit Card
1679,4.8,No,2-Day Shipping,No,30,Venmo
1680,4.5,No,Next Day Air,No,24,Debit Card
1681,3.4,No,Store Pickup,No,6,Credit Card
1682,3.7,No,2-Day Shipping,No,14,Credit Card
1683,4.9,No,2-Day Shipping,No,37,Credit Card
1684,3.5,No,Next Day Air,No,37,Venmo
1685,4.6,No,Standard,No,28,PayPal
1686,4.6,No,Standard,No,43,PayPal
1687,4.2,No,Store Pickup,No,25,Cash
1688,3.7,No,Free Shipping,No,4,PayPal
1689,3,No,Next Day Air,No,13,Venmo
1690,4.6,No,Store Pickup,No,32,Bank Transfer
1691,3.2,No,Free Shipping,No,1,Cash
1692,3.5,No,Next Day Air,No,4,Cash
1693,2.6,No,Standard,No,33,Cash
1694,4.9,No,Standard,No,45,Bank Transfer
1695,2.7,No,Express,No,20,Debit Card
1696,4.7,No,2-Day Shipping,No,1,PayPal
1697,4,No,Free Shipping,No,7,Credit Card
1698,3.5,No,Next Day Air,No,48,Credit Card
1699,4.8,No,Standard,No,46,Bank Transfer
1700,4,No,Free Shipping,No,34,Debit Card
1701,4.1,No,Express,No,36,Bank Transfer
1702,3.8,No,Next Day Air,No,44,Debit Card
1703,5,No,Express,No,48,Bank Transfer
1704,4,No,Next Day Air,No,12,Bank Transfer
1705,3.9,No,Store Pickup,No,19,Cash
1706,3.4,No,2-Day Shipping,No,49,Venmo
1707,3,No,Standard,No,25,Venmo
1708,4.9,No,2-Day Shipping,No,25,Cash
1709,3.2,No,Express,No,1,Credit Card
1710,3.8,No,Standard,No,19,Bank Transfer
1711,3.8,No,Store Pickup,No,7,Credit Card
1712,4.7,No,Express,No,19,Credit Card
1713,3.8,No,2-Day Shipping,No,9,Cash
1714,4.6,No,Free Shipping,No,37,PayPal
1715,4.4,No,Standard,No,15,Cash
1716,3.4,No,2-Day Shipping,No,30,PayPal
1717,4.7,No,Standard,No,30,Cash
1718,2.9,No,Express,No,16,Debit Card
1719,3.4,No,2-Day Shipping,No,14,PayPal
1720,3.2,No,Free Shipping,No,8,Venmo
1721,2.8,No,Express,No,40,Debit Card
1722,4.3,No,Free Shipping,No,24,Credit Card
1723,3.3,No,Standard,No,14,Cash
1724,3.3,No,Standard,No,39,PayPal
1725,3.3,No,Free Shipping,No,21,PayPal
1726,3,No,Next Day Air,No,32,Venmo
1727,2.8,No,Express,No,45,Debit Card
1728,4,No,Express,No,19,PayPal
1729,4.3,No,Express,No,1,Debit Card
1730,3.8,No,Store Pickup,No,12,Venmo
1731,4.2,No,Free Shipping,No,26,Credit Card
1732,3.1,No,Next Day Air,No,12,Cash
1733,2.6,No,Free Shipping,No,36,Cash
1734,3.4,No,Express,No,22,Credit Card
1735,3.1,No,Next Day Air,No,16,PayPal
1736,3.6,No,Express,No,31,Venmo
1737,2.6,No,2-Day Shipping,No,43,Cash
1738,4.2,No,Store Pickup,No,50,Venmo
1739,2.9,No,2-Day Shipping,No,37,Credit Card
1740,4.2,No,Express,No,23,Cash
1741,3.3,No,Next Day Air,No,10,Bank Transfer
1742,3.6,No,Next Day Air,No,20,Bank Transfer
1743,4.3,No,Express,No,18,Venmo
1744,3.3,No,Standard,No,3,Bank Transfer
1745,3,No,Standard,No,23,PayPal
1746,3.6,No,Store Pickup,No,27,Cash
1747,3.1,No,Store Pickup,No,44,Bank Transfer
1748,2.9,No,Express,No,41,Venmo
1749,3.9,No,2-Day Shipping,No,41,Bank Transfer
1750,3.2,No,2-Day Shipping,No,36,Debit Card
1751,3.1,No,Express,No,38,Venmo
1752,3.2,No,2-Day Shipping,No,34,Cash
1753,3.3,No,Store Pickup,No,14,Venmo
1754,4.8,No,Next Day Air,No,23,Credit Card
1755,3.8,No,2-Day Shipping,No,18,Credit Card
1756,4.6,No,Next Day Air,No,45,Cash
1757,2.8,No,Free Shipping,No,14,Bank Transfer
1758,3.6,No,Standard,No,48,Debit Card
1759,4.3,No,Free Shipping,No,17,Venmo
1760,4,No,Next Day Air,No,1,PayPal
1761,3.5,No,Standard,No,39,PayPal
1762,4.9,No,2-Day Shipping,No,24,Cash
1763,3.1,No,Express,No,41,Bank Transfer
1764,3.9,No,Store Pickup,No,28,PayPal
1765,3,No,Store Pickup,No,34,Venmo
1766,4.1,No,2-Day Shipping,No,41,Venmo
1767,4.3,No,2-Day Shipping,No,27,Cash
1768,3.8,No,2-Day Shipping,No,46,Debit Card
1769,3.9,No,2-Day Shipping,No,2,PayPal
1770,4.3,No,Free Shipping,No,45,Cash
1771,4.3,No,Express,No,34,Bank Transfer
1772,4.7,No,Store Pickup,No,9,Credit Card
1773,3.1,No,2-Day Shipping,No,1,Bank Transfer
1774,2.7,No,Free Shipping,No,17,PayPal
1775,3.7,No,Express,No,6,PayPal
1776,3.3,No,2-Day Shipping,No,12,Cash
1777,3.4,No,Free Shipping,No,10,Venmo
1778,4.7,No,Free Shipping,No,4,Cash
1779,4.9,No,Store Pickup,No,8,Debit Card
1780,4.3,No,Free Shipping,No,41,Venmo
1781,4.2,No,Next Day Air,No,49,Credit Card
1782,3.7,No,Express,No,49,Bank Transfer
1783,2.7,No,Next Day Air,No,40,Bank Transfer
1784,3.3,No,Free Shipping,No,30,Credit Card
1785,4.8,No,Standard,No,4,Debit Card
1786,4.1,No,Next Day Air,No,22,Venmo
1787,4.6,No,2-Day Shipping,No,22,Venmo
1788,4.9,No,2-Day Shipping,No,10,Bank Transfer
1789,3.1,No,Store Pickup,No,23,Cash
1790,3,No,2-Day Shipping,No,43,Debit Card
1791,3.7,No,Store Pickup,No,31,PayPal
1792,4,No,Store Pickup,No,38,Cash
1793,3,No,Express,No,22,Debit Card
1794,3.8,No,Store Pickup,No,45,Cash
1795,3.7,No,Express,No,21,Debit Card
1796,4,No,2-Day Shipping,No,9,Debit Card
1797,3.1,No,Store Pickup,No,34,Venmo
1798,3.9,No,2-Day Shipping,No,26,Venmo
1799,3.7,No,Express,No,1,Cash
1800,3.9,No,Express,No,47,Venmo
1801,2.7,No,Express,No,30,Credit Card
1802,3.9,No,Express,No,48,Debit Card
1803,2.6,No,Store Pickup,No,31,Venmo
1804,3.5,No,Free Shipping,No,33,Venmo
1805,4.4,No,Next Day Air,No,39,Credit Card
1806,4.9,No,Store Pickup,No,46,Debit Card
1807,3.9,No,Standard,No,24,Venmo
1808,3.5,No,Standard,No,37,Venmo
1809,4.3,No,Next Day Air,No,7,Debit Card
1810,3.4,No,Free Shipping,No,6,Debit Card
1811,2.7,No,Standard,No,16,Cash
1812,3.6,No,Standard,No,33,Bank Transfer
1813,4.9,No,Express,No,18,PayPal
1814,3.5,No,Free Shipping,No,24,PayPal
1815,3.8,No,Free Shipping,No,24,Cash
1816,4.5,No,2-Day Shipping,No,48,Credit Card
1817,4,No,Express,No,4,Cash
1818,4.7,No,Free Shipping,No,20,Cash
1819,3.8,No,Express,No,47,Debit Card
1820,4.5,No,Next Day Air,No,50,Cash
1821,5,No,Express,No,31,PayPal
1822,2.8,No,Express,No,29,PayPal
1823,4.4,No,Standard,No,4,Cash
1824,4.7,No,Free Shipping,No,40,Bank Transfer
1825,3.8,No,Express,No,31,Cash
1826,4.9,No,Next Day Air,No,41,Credit Card
1827,4.2,No,Express,No,44,Debit Card
1828,4.9,No,2-Day Shipping,No,31,Bank Transfer
1829,3.9,No,Express,No,45,Cash
1830,4.9,No,2-Day Shipping,No,50,Credit Card
1831,4.8,No,Express,No,7,Venmo
1832,3.3,No,Free Shipping,No,5,Bank Transfer
1833,4.6,No,Free Shipping,No,48,Cash
1834,4.5,No,2-Day Shipping,No,19,PayPal
1835,4.1,No,2-Day Shipping,No,39,Venmo
1836,3.2,No,2-Day Shipping,No,45,Credit Card
1837,4.2,No,2-Day Shipping,No,35,Credit Card
1838,4.8,No,Free Shipping,No,8,Venmo
1839,4.1,No,Next Day Air,No,11,Credit Card
1840,3.7,No,Store Pickup,No,32,Cash
1841,2.6,No,Store Pickup,No,46,Bank Transfer
1842,3,No,Standard,No,7,PayPal
1843,4.4,No,Express,No,1,Debit Card
1844,4.7,No,Next Day Air,No,32,Credit Card
1845,2.7,No,2-Day Shipping,No,31,Credit Card
1846,2.8,No,2-Day Shipping,No,39,Bank Transfer
1847,2.9,No,Standard,No,9,Venmo
1848,4.4,No,Free Shipping,No,49,Credit Card
1849,2.7,No,Express,No,34,Cash
1850,4.5,No,Store Pickup,No,35,Bank Transfer
1851,2.8,No,Store Pickup,No,50,Debit Card
1852,3.1,No,Free Shipping,No,4,Bank Transfer
1853,3.8,No,Store Pickup,No,32,Cash
1854,2.9,No,Express,No,11,PayPal
1855,3.8,No,Express,No,49,Credit Card
1856,4.7,No,Standard,No,9,Cash
1857,3.2,No,Free Shipping,No,30,PayPal
1858,4,No,Next Day Air,No,33,Cash
1859,4.9,No,2-Day Shipping,No,8,Debit Card
1860,3.7,No,Store Pickup,No,29,Debit Card
1861,4.8,No,Next Day Air,No,4,Credit Card
1862,3.6,No,Standard,No,19,Debit Card
1863,4.6,No,Express,No,10,PayPal
1864,4.3,No,2-Day Shipping,No,39,Debit Card
1865,3.2,No,2-Day Shipping,No,21,Venmo
1866,3.8,No,Store Pickup,No,12,Bank Transfer
1867,4.2,No,Standard,No,9,Credit Card
1868,3.4,No,2-Day Shipping,No,20,Venmo
1869,4.7,No,Next Day Air,No,44,Cash
1870,3.9,No,2-Day Shipping,No,16,Debit Card
1871,4.3,No,Store Pickup,No,27,Debit Card
1872,2.7,No,Standard,No,14,Cash
1873,4.6,No,Standard,No,24,Credit Card
1874,2.9,No,Express,No,49,Bank Transfer
1875,3.6,No,Free Shipping,No,14,Cash
1876,3.9,No,Next Day Air,No,6,Credit Card
1877,2.6,No,Standard,No,20,Venmo
1878,3.6,No,Express,No,3,Credit Card
1879,3.4,No,Store Pickup,No,5,Credit Card
1880,3.5,No,Express,No,46,Cash
1881,3.1,No,2-Day Shipping,No,8,Debit Card
1882,4.3,No,Standard,No,13,Cash
1883,5,No,Store Pickup,No,25,Bank Transfer
1884,4.9,No,Store Pickup,No,39,Debit Card
1885,4.3,No,Next Day Air,No,15,Bank Transfer
1886,4.4,No,Standard,No,35,Cash
1887,4.4,No,Next Day Air,No,46,Cash
1888,3.5,No,Express,No,3,PayPal
1889,3.4,No,Free Shipping,No,48,Credit Card
1890,2.5,No,Next Day Air,No,27,Bank Transfer
1891,3.4,No,Store Pickup,No,5,Credit Card
1892,2.6,No,Next Day Air,No,48,Debit Card
1893,4.6,No,2-Day Shipping,No,12,Venmo
1894,3.7,No,Express,No,10,PayPal
1895,2.5,No,Free Shipping,No,48,Debit Card
1896,4.5,No,Express,No,3,Debit Card
1897,2.9,No,Standard,No,19,Venmo
1898,2.9,No,Free Shipping,No,11,Debit Card
1899,3.5,No,Next Day Air,No,25,Venmo
1900,4.2,No,Store Pickup,No,42,PayPal
1901,3.3,No,Free Shipping,No,34,Cash
1902,3.9,No,Store Pickup,No,50,Cash
1903,5,No,Store Pickup,No,21,Venmo
1904,3.3,No,Standard,No,37,Bank Transfer
1905,4.2,No,Free Shipping,No,46,Cash
1906,4.9,No,2-Day Shipping,No,14,Bank Transfer
1907,4.6,No,2-Day Shipping,No,24,PayPal
1908,4.8,No,Store Pickup,No,36,Credit Card
1909,2.7,No,Next Day Air,No,19,Debit Card
1910,4.3,No,Store Pickup,No,12,Credit Card
1911,3.8,No,Express,No,13,Debit Card
1912,4.9,No,Express,No,32,Debit Card
1913,3.4,No,2-Day Shipping,No,5,Credit Card
1914,3.6,No,Express,No,29,Cash
1915,3.4,No,Standard,No,40,Credit Card
1916,4.7,No,2-Day Shipping,No,44,Cash
1917,3,No,Next Day Air,No,3,Debit Card
1918,3.4,No,Free Shipping,No,35,PayPal
1919,4.6,No,Standard,No,33,Debit Card
1920,3.1,No,Express,No,20,PayPal
1921,2.8,No,Standard,No,40,Cash
1922,3.5,No,Store Pickup,No,13,Venmo
1923,4.6,No,Standard,No,9,PayPal
1924,4.3,No,Standard,No,7,Cash
1925,4.8,No,Free Shipping,No,42,PayPal
1926,2.9,No,Express,No,44,Credit Card
1927,3,No,Express,No,6,PayPal
1928,2.9,No,Standard,No,8,Cash
1929,3.7,No,Standard,No,10,PayPal
1930,4.7,No,Standard,No,46,Venmo
1931,3.5,No,Store Pickup,No,26,Cash
1932,2.7,No,Store Pickup,No,6,Debit Card
1933,5,No,Free Shipping,No,47,Credit Card
1934,4.1,No,Next Day Air,No,28,Venmo
1935,2.7,No,Free Shipping,No,23,Bank Transfer
1936,4.8,No,Free Shipping,No,45,Cash
1937,4.3,No,2-Day Shipping,No,44,PayPal
1938,4.5,No,2-Day Shipping,No,11,Bank Transfer
1939,3.8,No,Standard,No,39,Debit Card
1940,3.7,No,Store Pickup,No,20,PayPal
1941,3.9,No,2-Day Shipping,No,48,PayPal
1942,3.3,No,Standard,No,46,Credit Card
1943,3.4,No,Express,No,22,PayPal
1944,3.8,No,Next Day Air,No,45,Cash
1945,2.7,No,Free Shipping,No,49,Cash
1946,2.9,No,2-Day Shipping,No,9,Credit Card
1947,4.5,No,Standard,No,41,Credit Card
1948,2.6,No,Store Pickup,No,2,PayPal
1949,3.1,No,Next Day Air,No,39,PayPal
1950,4.7,No,Store Pickup,No,12,PayPal
1951,4.6,No,Free Shipping,No,26,PayPal
1952,2.7,No,Next Day Air,No,32,Bank Transfer
1953,4.6,No,2-Day Shipping,No,50,Cash
1954,4.8,No,Standard,No,3,PayPal
1955,4.2,No,Free Shipping,No,3,Venmo
1956,4.9,No,Express,No,37,Cash
1957,4.9,No,Express,No,20,Credit Card
1958,4.5,No,Store Pickup,No,26,Cash
1959,2.7,No,Store Pickup,No,47,Cash
1960,3.1,No,Store Pickup,No,7,Credit Card
1961,3.3,No,2-Day Shipping,No,40,Credit Card
1962,2.6,No,Free Shipping,No,45,Debit Card
1963,4.4,No,Standard,No,20,PayPal
1964,3.9,No,Standard,No,11,Credit Card
1965,4.6,No,Express,No,50,Debit Card
1966,4.9,No,Express,No,25,Debit Card
1967,3.7,No,Express,No,5,Credit Card
1968,3.7,No,Standard,No,4,Venmo
1969,4.2,No,Standard,No,25,Credit Card
1970,3.5,No,Next Day Air,No,11,Bank Transfer
1971,2.9,No,Next Day Air,No,4,Credit Card
1972,3.4,No,Next Day Air,No,1,Venmo
1973,3.3,No,Express,No,48,PayPal
1974,4.5,No,Standard,No,9,Venmo
1975,4.6,No,2-Day Shipping,No,2,PayPal
1976,2.9,No,Express,No,4,Cash
1977,3.2,No,Next Day Air,No,43,PayPal
1978,2.6,No,Free Shipping,No,32,Bank Transfer
1979,3.8,No,Store Pickup,No,1,Cash
1980,2.8,No,Store Pickup,No,38,Debit Card
1981,4.4,No,Store Pickup,No,25,PayPal
1982,4.7,No,Express,No,42,PayPal
1983,2.7,No,2-Day Shipping,No,32,PayPal
1984,2.6,No,Next Day Air,No,21,Debit Card
1985,3.4,No,2-Day Shipping,No,26,PayPal
1986,3.9,No,2-Day Shipping,No,6,Credit Card
1987,3.4,No,2-Day Shipping,No,14,Venmo
1988,3.4,No,Express,No,4,Cash
1989,3.9,No,Free Shipping,No,26,Bank Transfer
1990,4,No,Express,No,39,PayPal
1991,3.4,No,2-Day Shipping,No,15,PayPal
1992,3.7,No,Next Day Air,No,1,Venmo
1993,4.9,No,2-Day Shipping,No,28,Venmo
1994,5,No,Express,No,17,Cash
1995,2.9,No,Next Day Air,No,24,Credit Card
1996,3,No,Standard,No,29,Debit Card
1997,3.3,No,Next Day Air,No,18,Cash
1998,4.7,No,Express,No,10,Debit Card
1999,3.4,No,2-Day Shipping,No,19,Cash
2000,4.6,No,2-Day Shipping,No,26,Debit Card
2001,3.6,No,2-Day Shipping,No,25,Cash
2002,2.6,No,Free Shipping,No,2,Debit Card
2003,2.7,No,Express,No,19,PayPal
2004,3.1,No,Express,No,32,Cash
2005,3.2,No,2-Day Shipping,No,13,Cash
2006,3.4,No,Store Pickup,No,30,PayPal
2007,4.4,No,Express,No,2,Credit Card
2008,3.2,No,2-Day Shipping,No,8,PayPal
2009,2.5,No,Free Shipping,No,27,PayPal
2010,3.8,No,Next Day Air,No,26,Venmo
2011,4.4,No,2-Day Shipping,No,3,Debit Card
2012,3.7,No,Express,No,4,Bank Transfer
2013,3.2,No,Store Pickup,No,5,Cash
2014,4.9,No,Standard,No,25,Debit Card
2015,3.9,No,Standard,No,47,PayPal
2016,4.5,No,Next Day Air,No,8,Credit Card
2017,3.4,No,Standard,No,20,Debit Card
2018,4.1,No,Next Day Air,No,42,Bank Transfer
2019,4.5,No,Store Pickup,No,20,Bank Transfer
2020,4.7,No,Store Pickup,No,23,Cash
2021,4.8,No,Next Day Air,No,26,Cash
2022,4.4,No,Standard,No,48,Venmo
2023,4,No,Store Pickup,No,16,Cash
2024,4.1,No,Store Pickup,No,28,Cash
2025,3.7,No,Express,No,39,PayPal
2026,3,No,Express,No,43,Debit Card
2027,3.6,No,Express,No,45,Bank Transfer
2028,4.8,No,Standard,No,50,Credit Card
2029,3.7,No,2-Day Shipping,No,10,Venmo
2030,4.6,No,Next Day Air,No,40,PayPal
2031,2.8,No,Standard,No,38,Credit Card
2032,4,No,Standard,No,2,Credit Card
2033,4.2,No,Next Day Air,No,13,Cash
2034,3.6,No,Express,No,33,Venmo
2035,2.9,No,Store Pickup,No,27,PayPal
2036,4.1,No,Express,No,43,Bank Transfer
2037,3.1,No,Next Day Air,No,46,Cash
2038,4.3,No,Express,No,7,Venmo
2039,4.4,No,Next Day Air,No,35,Credit Card
2040,3.1,No,Next Day Air,No,31,Debit Card
2041,2.9,No,Free Shipping,No,42,Venmo
2042,3.2,No,Next Day Air,No,14,PayPal
2043,4,No,2-Day Shipping,No,35,Venmo
2044,2.7,No,Standard,No,49,PayPal
2045,3,No,Free Shipping,No,17,PayPal
2046,4.4,No,Express,No,26,PayPal
2047,2.8,No,Free Shipping,No,30,Cash
2048,3.1,No,Store Pickup,No,32,Cash
2049,3.9,No,Express,No,35,Bank Transfer
2050,2.7,No,Standard,No,15,Venmo
2051,3.4,No,Store Pickup,No,10,Debit Card
2052,3.8,No,Free Shipping,No,14,Credit Card
2053,3.7,No,2-Day Shipping,No,30,Bank Transfer
2054,4.5,No,2-Day Shipping,No,16,Credit Card
2055,2.9,No,Express,No,14,PayPal
2056,3.4,No,2-Day Shipping,No,28,Bank Transfer
2057,4.4,No,2-Day Shipping,No,29,PayPal
2058,4.2,No,Standard,No,5,PayPal
2059,3.3,No,Store Pickup,No,17,Bank Transfer
2060,3.7,No,Express,No,50,PayPal
2061,3.2,No,Next Day Air,No,23,Bank Transfer
2062,2.6,No,Store Pickup,No,22,Debit Card
2063,2.8,No,Standard,No,15,Cash
2064,2.9,No,Standard,No,32,Cash
2065,4,No,2-Day Shipping,No,5,Bank Transfer
2066,2.9,No,Free Shipping,No,6,Bank Transfer
2067,4.7,No,Store Pickup,No,44,Debit Card
2068,3.1,No,2-Day Shipping,No,23,Cash
2069,3.9,No,Store Pickup,No,44,Venmo
2070,3.4,No,Free Shipping,No,3,Debit Card
2071,3.1,No,Express,No,14,Cash
2072,4.8,No,Store Pickup,No,37,PayPal
2073,3.9,No,Next Day Air,No,22,Bank Transfer
2074,3.5,No,Next Day Air,No,2,PayPal
2075,3.1,No,Free Shipping,No,44,Debit Card
2076,4.7,No,Express,No,49,Debit Card
2077,4.6,No,Free Shipping,No,22,Debit Card
2078,3.3,No,Free Shipping,No,26,Bank Transfer
2079,3.2,No,Next Day Air,No,40,Debit Card
2080,3.1,No,Next Day Air,No,16,PayPal
2081,3.5,No,Free Shipping,No,17,Debit Card
2082,4.3,No,Standard,No,48,Bank Transfer
2083,2.9,No,Free Shipping,No,28,Venmo
2084,2.7,No,Store Pickup,No,26,Credit Card
2085,4,No,Standard,No,43,Bank Transfer
2086,4.6,No,Free Shipping,No,38,Debit Card
2087,4.7,No,2-Day Shipping,No,36,Cash
2088,4.7,No,Standard,No,1,Credit Card
